sex,x,L,M,S
F,256,-0.1381,8.0655,0.12187
F,257,-0.1388,8.0746,0.12187
F,258,-0.1396,8.0837,0.12188
F,259,-0.1403,8.0928,0.12189
F,260,-0.141,8.1019,0.12189
F,261,-0.1417,8.1109,0.1219
F,262,-0.1424,8.1199,0.1219
F,263,-0.1431,8.1289,0.12191
F,264,-0.1438,8.1378,0.12192
F,265,-0.1445,8.1468,0.12192
F,266,-0.1452,8.1557,0.12193
F,267,-0.1459,8.1645,0.12194
F,268,-0.1466,8.1734,0.12194
F,269,-0.1473,8.1822,0.12195
F,270,-0.148,8.191,0.12196
F,271,-0.1487,8.1998,0.12197
F,272,-0.1494,8.2085,0.12197
F,273,-0.1501,8.2172,0.12198
F,274,-0.1507,8.2259,0.12199
F,275,-0.1514,8.2346,0.12199
F,276,-0.1521,8.2432,0.122
F,277,-0.1528,8.2519,0.12201
F,278,-0.1534,8.2605,0.12202
F,279,-0.1541,8.269,0.12202
F,280,-0.1547,8.2776,0.12203
F,281,-0.1554,8.2861,0.12204
F,282,-0.1561,8.2946,0.12205
F,283,-0.1567,8.3031,0.12206
F,284,-0.1574,8.3116,0.12206
F,285,-0.158,8.3201,0.12207
F,286,-0.1587,8.3285,0.12208
F,287,-0.1593,8.3369,0.12209
F,288,-0.1599,8.3453,0.12209
F,289,-0.1606,8.3536,0.1221
F,290,-0.1612,8.362,0.12211
F,291,-0.1618,8.3703,0.12212
F,292,-0.1625,8.3786,0.12213
F,293,-0.1631,8.3869,0.12213
F,294,-0.1637,8.3952,0.12214
F,295,-0.1643,8.4035,0.12215
F,296,-0.165,8.4117,0.12216
F,297,-0.1656,8.4199,0.12217
F,298,-0.1662,8.4281,0.12218
F,299,-0.1668,8.4363,0.12218
F,300,-0.1674,8.4445,0.12219
F,301,-0.168,8.4526,0.1222
F,302,-0.1686,8.4607,0.12221
F,303,-0.1692,8.4688,0.12222
F,304,-0.1698,8.4769,0.12222
F,305,-0.1704,8.485,0.12223
F,306,-0.171,8.4931,0.12224
F,307,-0.1716,8.5011,0.12225
F,308,-0.1722,8.5092,0.12226
F,309,-0.1728,8.5172,0.12227
F,310,-0.1734,8.5252,0.12227
F,311,-0.174,8.5332,0.12228
F,312,-0.1745,8.5411,0.12229
F,313,-0.1751,8.5491,0.1223
F,314,-0.1757,8.557,0.12231
F,315,-0.1763,8.565,0.12231
F,316,-0.1768,8.5729,0.12232
F,317,-0.1774,8.5808,0.12233
F,318,-0.178,8.5887,0.12234
F,319,-0.1785,8.5965,0.12235
F,320,-0.1791,8.6044,0.12235
F,321,-0.1797,8.6122,0.12236
F,322,-0.1802,8.6201,0.12237
F,323,-0.1808,8.6279,0.12238
F,324,-0.1813,8.6357,0.12239
F,325,-0.1819,8.6435,0.12239
F,326,-0.1824,8.6512,0.1224
F,327,-0.183,8.659,0.12241
F,328,-0.1835,8.6667,0.12242
F,329,-0.1841,8.6745,0.12243
F,330,-0.1846,8.6822,0.12243
F,331,-0.1851,8.6899,0.12244
F,332,-0.1857,8.6976,0.12245
F,333,-0.1862,8.7053,0.12246
F,334,-0.1867,8.713,0.12246
F,335,-0.1873,8.7207,0.12247
F,336,-0.1878,8.7283,0.12248
F,337,-0.1883,8.736,0.12249
F,338,-0.1889,8.7436,0.12249
F,339,-0.1894,8.7512,0.1225
F,340,-0.1899,8.7588,0.12251
F,341,-0.1904,8.7664,0.12252
F,342,-0.1909,8.774,0.12252
F,343,-0.1914,8.7816,0.12253
F,344,-0.192,8.7892,0.12254
F,345,-0.1925,8.7968,0.12254
F,346,-0.193,8.8043,0.12255
F,347,-0.1935,8.8119,0.12256
F,348,-0.194,8.8194,0.12256
F,349,-0.1945,8.8269,0.12257
F,350,-0.195,8.8344,0.12258
F,351,-0.1955,8.842,0.12259
F,352,-0.196,8.8495,0.12259
F,353,-0.1965,8.8569,0.1226
F,354,-0.197,8.8644,0.12261
F,355,-0.1974,8.8719,0.12261
F,356,-0.1979,8.8794,0.12262
F,357,-0.1984,8.8868,0.12262
F,358,-0.1989,8.8943,0.12263
F,359,-0.1994,8.9017,0.12264
F,360,-0.1999,8.9092,0.12264
F,361,-0.2003,8.9166,0.12265
F,362,-0.2008,8.924,0.12266
F,363,-0.2013,8.9314,0.12266
F,364,-0.2018,8.9388,0.12267
F,365,-0.2022,8.9462,0.12267
F,366,-0.2027,8.9536,0.12268
F,367,-0.2032,8.961,0.12269
F,368,-0.2036,8.9684,0.12269
F,369,-0.2041,8.9757,0.1227
F,370,-0.2046,8.9831,0.1227
F,371,-0.205,8.9904,0.12271
F,372,-0.2055,8.9978,0.12272
F,373,-0.2059,9.0051,0.12272
F,374,-0.2064,9.0125,0.12273
F,375,-0.2068,9.0198,0.12273
F,376,-0.2073,9.0271,0.12274
F,377,-0.2077,9.0344,0.12274
F,378,-0.2082,9.0417,0.12275
F,379,-0.2086,9.049,0.12275
F,380,-0.2091,9.0563,0.12276
F,381,-0.2095,9.0636,0.12276
F,382,-0.21,9.0709,0.12277
F,383,-0.2104,9.0782,0.12277
F,384,-0.2108,9.0854,0.12278
F,385,-0.2113,9.0927,0.12278
F,386,-0.2117,9.0999,0.12279
F,387,-0.2121,9.1072,0.12279
F,388,-0.2126,9.1144,0.1228
F,389,-0.213,9.1217,0.1228
F,390,-0.2134,9.1289,0.12281
F,391,-0.2139,9.1361,0.12281
F,392,-0.2143,9.1434,0.12282
F,393,-0.2147,9.1506,0.12282
F,394,-0.2151,9.1578,0.12282
F,395,-0.2155,9.165,0.12283
F,396,-0.216,9.1722,0.12283
F,397,-0.2164,9.1794,0.12284
F,398,-0.2168,9.1866,0.12284
F,399,-0.2172,9.1938,0.12285
F,400,-0.2176,9.2009,0.12285
F,401,-0.218,9.2081,0.12285
F,402,-0.2184,9.2153,0.12286
F,403,-0.2188,9.2225,0.12286
F,404,-0.2192,9.2296,0.12287
F,405,-0.2196,9.2368,0.12287
F,406,-0.22,9.2439,0.12287
F,407,-0.2204,9.2511,0.12288
F,408,-0.2208,9.2582,0.12288
F,409,-0.2212,9.2654,0.12288
F,410,-0.2216,9.2725,0.12289
F,411,-0.222,9.2796,0.12289
F,412,-0.2224,9.2867,0.12289
F,413,-0.2228,9.2939,0.1229
F,414,-0.2232,9.301,0.1229
F,415,-0.2236,9.3081,0.1229
F,416,-0.224,9.3152,0.12291
F,417,-0.2243,9.3223,0.12291
F,418,-0.2247,9.3294,0.12291
F,419,-0.2251,9.3365,0.12292
F,420,-0.2255,9.3436,0.12292
F,421,-0.2259,9.3507,0.12292
F,422,-0.2262,9.3578,0.12292
F,423,-0.2266,9.3649,0.12293
F,424,-0.227,9.372,0.12293
F,425,-0.2274,9.379,0.12293
F,426,-0.2277,9.3861,0.12294
F,427,-0.2281,9.3932,0.12294
F,428,-0.2285,9.4002,0.12294
F,429,-0.2288,9.4073,0.12294
F,430,-0.2292,9.4144,0.12295
F,431,-0.2296,9.4214,0.12295
F,432,-0.2299,9.4285,0.12295
F,433,-0.2303,9.4355,0.12295
F,434,-0.2307,9.4426,0.12295
F,435,-0.231,9.4496,0.12296
F,436,-0.2314,9.4567,0.12296
F,437,-0.2317,9.4637,0.12296
F,438,-0.2321,9.4707,0.12296
F,439,-0.2324,9.4778,0.12296
F,440,-0.2328,9.4848,0.12297
F,441,-0.2331,9.4918,0.12297
F,442,-0.2335,9.4988,0.12297
F,443,-0.2338,9.5058,0.12297
F,444,-0.2342,9.5129,0.12297
F,445,-0.2345,9.5199,0.12298
F,446,-0.2349,9.5269,0.12298
F,447,-0.2352,9.5339,0.12298
F,448,-0.2355,9.5409,0.12298
F,449,-0.2359,9.5479,0.12298
F,450,-0.2362,9.5549,0.12298
F,451,-0.2366,9.5619,0.12299
F,452,-0.2369,9.5689,0.12299
F,453,-0.2372,9.5759,0.12299
F,454,-0.2376,9.5829,0.12299
F,455,-0.2379,9.5898,0.12299
F,456,-0.2382,9.5968,0.12299
F,457,-0.2385,9.6038,0.12299
F,458,-0.2389,9.6108,0.123
F,459,-0.2392,9.6178,0.123
F,460,-0.2395,9.6247,0.123
F,461,-0.2398,9.6317,0.123
F,462,-0.2402,9.6387,0.123
F,463,-0.2405,9.6457,0.123
F,464,-0.2408,9.6526,0.123
F,465,-0.2411,9.6596,0.123
F,466,-0.2414,9.6665,0.12301
F,467,-0.2418,9.6735,0.12301
F,468,-0.2421,9.6805,0.12301
F,469,-0.2424,9.6874,0.12301
F,470,-0.2427,9.6944,0.12301
F,471,-0.243,9.7013,0.12301
F,472,-0.2433,9.7083,0.12301
F,473,-0.2436,9.7152,0.12301
F,474,-0.2439,9.7222,0.12301
F,475,-0.2442,9.7291,0.12302
F,476,-0.2446,9.7361,0.12302
F,477,-0.2449,9.743,0.12302
F,478,-0.2452,9.75,0.12302
F,479,-0.2455,9.7569,0.12302
F,480,-0.2458,9.7638,0.12302
F,481,-0.2461,9.7708,0.12302
F,482,-0.2464,9.7777,0.12302
F,483,-0.2467,9.7846,0.12302
F,484,-0.247,9.7916,0.12302
F,485,-0.2472,9.7985,0.12303
F,486,-0.2475,9.8054,0.12303
F,487,-0.2478,9.8124,0.12303
F,488,-0.2481,9.8193,0.12303
F,489,-0.2484,9.8262,0.12303
F,490,-0.2487,9.8331,0.12303
F,491,-0.249,9.8401,0.12303
F,492,-0.2493,9.847,0.12303
F,493,-0.2496,9.8539,0.12303
F,494,-0.2499,9.8608,0.12303
F,495,-0.2501,9.8677,0.12303
F,496,-0.2504,9.8746,0.12304
F,497,-0.2507,9.8816,0.12304
F,498,-0.251,9.8885,0.12304
F,499,-0.2513,9.8954,0.12304
F,500,-0.2515,9.9023,0.12304
F,501,-0.2518,9.9092,0.12304
F,502,-0.2521,9.9161,0.12304
F,503,-0.2524,9.923,0.12304
F,504,-0.2526,9.9299,0.12304
F,505,-0.2529,9.9368,0.12304
F,506,-0.2532,9.9437,0.12304
F,507,-0.2535,9.9506,0.12305
F,508,-0.2537,9.9575,0.12305
F,509,-0.254,9.9644,0.12305
F,510,-0.2543,9.9713,0.12305
F,511,-0.2545,9.9782,0.12305
F,512,-0.2548,9.9851,0.12305
F,513,-0.2551,9.992,0.12305
F,514,-0.2553,9.9989,0.12305
F,515,-0.2556,10.0058,0.12305
F,516,-0.2558,10.0127,0.12305
F,517,-0.2561,10.0196,0.12305
F,518,-0.2564,10.0265,0.12306
F,519,-0.2566,10.0334,0.12306
F,520,-0.2569,10.0402,0.12306
F,521,-0.2571,10.0471,0.12306
F,522,-0.2574,10.054,0.12306
F,523,-0.2577,10.0609,0.12306
F,524,-0.2579,10.0678,0.12306
F,525,-0.2582,10.0746,0.12306
F,526,-0.2584,10.0815,0.12306
F,527,-0.2587,10.0884,0.12307
F,528,-0.2589,10.0953,0.12307
F,529,-0.2592,10.1021,0.12307
F,530,-0.2594,10.109,0.12307
F,531,-0.2597,10.1159,0.12307
F,532,-0.2599,10.1227,0.12307
F,533,-0.2601,10.1296,0.12307
F,534,-0.2604,10.1365,0.12307
F,535,-0.2606,10.1433,0.12308
F,536,-0.2609,10.1502,0.12308
F,537,-0.2611,10.157,0.12308
F,538,-0.2614,10.1639,0.12308
F,539,-0.2616,10.1707,0.12308
F,540,-0.2618,10.1776,0.12308
F,541,-0.2621,10.1845,0.12308
F,542,-0.2623,10.1913,0.12309
F,543,-0.2625,10.1982,0.12309
F,544,-0.2628,10.205,0.12309
F,545,-0.263,10.2119,0.12309
F,546,-0.2632,10.2187,0.12309
F,547,-0.2635,10.2255,0.12309
F,548,-0.2637,10.2324,0.12309
F,549,-0.2639,10.2392,0.1231
F,550,-0.2642,10.2461,0.1231
F,551,-0.2644,10.2529,0.1231
F,552,-0.2646,10.2597,0.1231
F,553,-0.2649,10.2666,0.1231
F,554,-0.2651,10.2734,0.1231
F,555,-0.2653,10.2803,0.12311
F,556,-0.2655,10.2871,0.12311
F,557,-0.2658,10.2939,0.12311
F,558,-0.266,10.3008,0.12311
F,559,-0.2662,10.3076,0.12311
F,560,-0.2664,10.3144,0.12311
F,561,-0.2666,10.3213,0.12312
F,562,-0.2669,10.3281,0.12312
F,563,-0.2671,10.3349,0.12312
F,564,-0.2673,10.3417,0.12312
F,565,-0.2675,10.3486,0.12312
F,566,-0.2677,10.3554,0.12313
F,567,-0.2679,10.3622,0.12313
F,568,-0.2682,10.369,0.12313
F,569,-0.2684,10.3759,0.12313
F,570,-0.2686,10.3827,0.12313
F,571,-0.2688,10.3895,0.12314
F,572,-0.269,10.3963,0.12314
F,573,-0.2692,10.4031,0.12314
F,574,-0.2694,10.41,0.12314
F,575,-0.2696,10.4168,0.12314
F,576,-0.2698,10.4236,0.12315
F,577,-0.27,10.4304,0.12315
F,578,-0.2702,10.4372,0.12315
F,579,-0.2705,10.444,0.12315
F,580,-0.2707,10.4508,0.12316
F,581,-0.2709,10.4577,0.12316
F,582,-0.2711,10.4645,0.12316
F,583,-0.2713,10.4713,0.12316
F,584,-0.2715,10.4781,0.12316
F,585,-0.2717,10.4849,0.12317
F,586,-0.2719,10.4917,0.12317
F,587,-0.2721,10.4985,0.12317
F,588,-0.2723,10.5053,0.12317
F,589,-0.2725,10.5121,0.12318
F,590,-0.2727,10.5189,0.12318
F,591,-0.2729,10.5257,0.12318
F,592,-0.273,10.5325,0.12319
F,593,-0.2732,10.5393,0.12319
F,594,-0.2734,10.5461,0.12319
F,595,-0.2736,10.5529,0.12319
F,596,-0.2738,10.5597,0.1232
F,597,-0.274,10.5665,0.1232
F,598,-0.2742,10.5733,0.1232
F,599,-0.2744,10.5801,0.1232
F,600,-0.2746,10.5869,0.12321
F,601,-0.2748,10.5937,0.12321
F,602,-0.275,10.6005,0.12321
F,603,-0.2751,10.6073,0.12322
F,604,-0.2753,10.6141,0.12322
F,605,-0.2755,10.6209,0.12322
F,606,-0.2757,10.6277,0.12323
F,607,-0.2759,10.6345,0.12323
F,608,-0.2761,10.6413,0.12323
F,609,-0.2763,10.6481,0.12324
F,610,-0.2764,10.6549,0.12324
F,611,-0.2766,10.6617,0.12324
F,612,-0.2768,10.6685,0.12325
F,613,-0.277,10.6753,0.12325
F,614,-0.2772,10.6821,0.12325
F,615,-0.2773,10.6889,0.12326
F,616,-0.2775,10.6957,0.12326
F,617,-0.2777,10.7025,0.12326
F,618,-0.2779,10.7093,0.12327
F,619,-0.278,10.7161,0.12327
F,620,-0.2782,10.7229,0.12327
F,621,-0.2784,10.7297,0.12328
F,622,-0.2786,10.7365,0.12328
F,623,-0.2787,10.7433,0.12328
F,624,-0.2789,10.7501,0.12329
F,625,-0.2791,10.7569,0.12329
F,626,-0.2793,10.7637,0.1233
F,627,-0.2794,10.7705,0.1233
F,628,-0.2796,10.7773,0.1233
F,629,-0.2798,10.7841,0.12331
F,630,-0.2799,10.7909,0.12331
F,631,-0.2801,10.7977,0.12332
F,632,-0.2803,10.8045,0.12332
F,633,-0.2804,10.8113,0.12332
F,634,-0.2806,10.8181,0.12333
F,635,-0.2808,10.8249,0.12333
F,636,-0.2809,10.8317,0.12334
F,637,-0.2811,10.8385,0.12334
F,638,-0.2813,10.8453,0.12335
F,639,-0.2814,10.8521,0.12335
F,640,-0.2816,10.8589,0.12336
F,641,-0.2818,10.8657,0.12336
F,642,-0.2819,10.8725,0.12336
F,643,-0.2821,10.8793,0.12337
F,644,-0.2822,10.8861,0.12337
F,645,-0.2824,10.8929,0.12338
F,646,-0.2826,10.8997,0.12338
F,647,-0.2827,10.9065,0.12339
F,648,-0.2829,10.9133,0.12339
F,649,-0.283,10.9202,0.1234
F,650,-0.2832,10.927,0.1234
F,651,-0.2834,10.9338,0.12341
F,652,-0.2835,10.9406,0.12341
F,653,-0.2837,10.9474,0.12342
F,654,-0.2838,10.9542,0.12342
F,655,-0.284,10.961,0.12343
F,656,-0.2841,10.9679,0.12343
F,657,-0.2843,10.9747,0.12344
F,658,-0.2844,10.9815,0.12344
F,659,-0.2846,10.9883,0.12345
F,660,-0.2847,10.9951,0.12345
F,661,-0.2849,11.0019,0.12346
F,662,-0.285,11.0088,0.12346
F,663,-0.2852,11.0156,0.12347
F,664,-0.2853,11.0224,0.12347
F,665,-0.2855,11.0292,0.12348
F,666,-0.2856,11.036,0.12348
F,667,-0.2858,11.0429,0.12349
F,668,-0.2859,11.0497,0.1235
F,669,-0.2861,11.0565,0.1235
F,670,-0.2862,11.0633,0.12351
F,671,-0.2864,11.0702,0.12351
F,672,-0.2865,11.077,0.12352
F,673,-0.2866,11.0838,0.12352
F,674,-0.2868,11.0906,0.12353
F,675,-0.2869,11.0975,0.12353
F,676,-0.2871,11.1043,0.12354
F,677,-0.2872,11.1111,0.12355
F,678,-0.2874,11.118,0.12355
F,679,-0.2875,11.1248,0.12356
F,680,-0.2876,11.1316,0.12356
F,681,-0.2878,11.1384,0.12357
F,682,-0.2879,11.1453,0.12358
F,683,-0.2881,11.1521,0.12358
F,684,-0.2882,11.1589,0.12359
F,685,-0.2883,11.1658,0.12359
F,686,-0.2885,11.1726,0.1236
F,687,-0.2886,11.1795,0.12361
F,688,-0.2887,11.1863,0.12361
F,689,-0.2889,11.1931,0.12362
F,690,-0.289,11.2,0.12362
F,691,-0.2891,11.2068,0.12363
F,692,-0.2893,11.2137,0.12364
F,693,-0.2894,11.2205,0.12364
F,694,-0.2895,11.2273,0.12365
F,695,-0.2897,11.2342,0.12366
F,696,-0.2898,11.241,0.12366
F,697,-0.2899,11.2479,0.12367
F,698,-0.2901,11.2547,0.12367
F,699,-0.2902,11.2616,0.12368
F,700,-0.2903,11.2684,0.12369
F,701,-0.2905,11.2753,0.12369
F,702,-0.2906,11.2821,0.1237
F,703,-0.2907,11.2889,0.12371
F,704,-0.2909,11.2958,0.12371
F,705,-0.291,11.3026,0.12372
F,706,-0.2911,11.3095,0.12373
F,707,-0.2912,11.3163,0.12373
F,708,-0.2914,11.3232,0.12374
F,709,-0.2915,11.33,0.12375
F,710,-0.2916,11.3369,0.12375
F,711,-0.2917,11.3438,0.12376
F,712,-0.2919,11.3506,0.12377
F,713,-0.292,11.3575,0.12377
F,714,-0.2921,11.3643,0.12378
F,715,-0.2922,11.3712,0.12379
F,716,-0.2924,11.378,0.12379
F,717,-0.2925,11.3849,0.1238
F,718,-0.2926,11.3917,0.12381
F,719,-0.2927,11.3986,0.12382
F,720,-0.2928,11.4055,0.12382
F,721,-0.293,11.4123,0.12383
F,722,-0.2931,11.4192,0.12384
F,723,-0.2932,11.426,0.12384
F,724,-0.2933,11.4329,0.12385
F,725,-0.2934,11.4397,0.12386
F,726,-0.2936,11.4466,0.12387
F,727,-0.2937,11.4535,0.12387
F,728,-0.2938,11.4603,0.12388
F,729,-0.2939,11.4672,0.12389
F,730,-0.294,11.4741,0.12389
F,731,-0.2942,11.4809,0.1239
F,732,-0.2943,11.4878,0.12391
F,733,-0.2944,11.4946,0.12392
F,734,-0.2945,11.5015,0.12392
F,735,-0.2946,11.5084,0.12393
F,736,-0.2947,11.5152,0.12394
F,737,-0.2948,11.5221,0.12395
F,738,-0.295,11.529,0.12395
F,739,-0.2951,11.5358,0.12396
F,740,-0.2952,11.5427,0.12397
F,741,-0.2953,11.5496,0.12398
F,742,-0.2954,11.5564,0.12399
F,743,-0.2955,11.5633,0.12399
F,744,-0.2956,11.5702,0.124
F,745,-0.2957,11.577,0.12401
F,746,-0.2959,11.5839,0.12402
F,747,-0.296,11.5907,0.12402
F,748,-0.2961,11.5976,0.12403
F,749,-0.2962,11.6045,0.12404
F,750,-0.2963,11.6113,0.12405
F,751,-0.2964,11.6182,0.12406
F,752,-0.2965,11.6251,0.12406
F,753,-0.2966,11.6319,0.12407
F,754,-0.2967,11.6388,0.12408
F,755,-0.2968,11.6456,0.12409
F,756,-0.2969,11.6525,0.1241
F,757,-0.297,11.6594,0.1241
F,758,-0.2972,11.6662,0.12411
F,759,-0.2973,11.6731,0.12412
F,760,-0.2974,11.6799,0.12413
F,761,-0.2975,11.6868,0.12414
F,762,-0.2976,11.6937,0.12415
F,763,-0.2977,11.7005,0.12415
F,764,-0.2978,11.7074,0.12416
F,765,-0.2979,11.7142,0.12417
F,766,-0.298,11.7211,0.12418
F,767,-0.2981,11.7279,0.12419
F,768,-0.2982,11.7348,0.1242
F,769,-0.2983,11.7416,0.12421
F,770,-0.2984,11.7485,0.12421
F,771,-0.2985,11.7553,0.12422
F,772,-0.2986,11.7622,0.12423
F,773,-0.2987,11.769,0.12424
F,774,-0.2988,11.7759,0.12425
F,775,-0.2989,11.7827,0.12426
F,776,-0.299,11.7896,0.12427
F,777,-0.2991,11.7964,0.12428
F,778,-0.2992,11.8033,0.12429
F,779,-0.2993,11.8101,0.12429
F,780,-0.2994,11.817,0.1243
F,781,-0.2995,11.8238,0.12431
F,782,-0.2996,11.8307,0.12432
F,783,-0.2997,11.8375,0.12433
F,784,-0.2998,11.8443,0.12434
F,785,-0.2999,11.8512,0.12435
F,786,-0.3,11.858,0.12436
F,787,-0.3001,11.8648,0.12437
F,788,-0.3002,11.8717,0.12438
F,789,-0.3003,11.8785,0.12439
F,790,-0.3004,11.8853,0.1244
F,791,-0.3005,11.8922,0.12441
F,792,-0.3006,11.899,0.12441
F,793,-0.3007,11.9058,0.12442
F,794,-0.3007,11.9126,0.12443
F,795,-0.3008,11.9194,0.12444
F,796,-0.3009,11.9263,0.12445
F,797,-0.301,11.9331,0.12446
F,798,-0.3011,11.9399,0.12447
F,799,-0.3012,11.9467,0.12448
F,800,-0.3013,11.9535,0.12449
F,801,-0.3014,11.9603,0.1245
F,802,-0.3015,11.9671,0.12451
F,803,-0.3016,11.9739,0.12452
F,804,-0.3017,11.9808,0.12453
F,805,-0.3018,11.9876,0.12454
F,806,-0.3019,11.9944,0.12455
F,807,-0.3019,12.0011,0.12456
F,808,-0.302,12.0079,0.12457
F,809,-0.3021,12.0147,0.12458
F,810,-0.3022,12.0215,0.12459
F,811,-0.3023,12.0283,0.1246
F,812,-0.3024,12.0351,0.12461
F,813,-0.3025,12.0419,0.12462
F,814,-0.3026,12.0487,0.12463
F,815,-0.3027,12.0554,0.12465
F,816,-0.3027,12.0622,0.12466
F,817,-0.3028,12.069,0.12467
F,818,-0.3029,12.0758,0.12468
F,819,-0.303,12.0825,0.12469
F,820,-0.3031,12.0893,0.1247
F,821,-0.3032,12.0961,0.12471
F,822,-0.3033,12.1028,0.12472
F,823,-0.3033,12.1096,0.12473
F,824,-0.3034,12.1163,0.12474
F,825,-0.3035,12.1231,0.12475
F,826,-0.3036,12.1298,0.12476
F,827,-0.3037,12.1366,0.12477
F,828,-0.3038,12.1433,0.12479
F,829,-0.3039,12.15,0.1248
F,830,-0.3039,12.1568,0.12481
F,831,-0.304,12.1635,0.12482
F,832,-0.3041,12.1702,0.12483
F,833,-0.3042,12.177,0.12484
F,834,-0.3043,12.1837,0.12485
F,835,-0.3044,12.1904,0.12486
F,836,-0.3044,12.1971,0.12487
F,837,-0.3045,12.2039,0.12489
F,838,-0.3046,12.2106,0.1249
F,839,-0.3047,12.2173,0.12491
F,840,-0.3048,12.224,0.12492
F,841,-0.3048,12.2307,0.12493
F,842,-0.3049,12.2374,0.12494
F,843,-0.305,12.2441,0.12495
F,844,-0.3051,12.2508,0.12497
F,845,-0.3052,12.2575,0.12498
F,846,-0.3052,12.2642,0.12499
F,847,-0.3053,12.2709,0.125
F,848,-0.3054,12.2775,0.12501
F,849,-0.3055,12.2842,0.12503
F,850,-0.3056,12.2909,0.12504
F,851,-0.3056,12.2976,0.12505
F,852,-0.3057,12.3042,0.12506
F,853,-0.3058,12.3109,0.12507
F,854,-0.3059,12.3176,0.12509
F,855,-0.3059,12.3242,0.1251
F,856,-0.306,12.3309,0.12511
F,857,-0.3061,12.3375,0.12512
F,858,-0.3062,12.3442,0.12513
F,859,-0.3063,12.3508,0.12515
F,860,-0.3063,12.3575,0.12516
F,861,-0.3064,12.3641,0.12517
F,862,-0.3065,12.3707,0.12518
F,863,-0.3066,12.3774,0.1252
F,864,-0.3066,12.384,0.12521
F,865,-0.3067,12.3906,0.12522
F,866,-0.3068,12.3973,0.12523
F,867,-0.3069,12.4039,0.12525
F,868,-0.3069,12.4105,0.12526
F,869,-0.307,12.4171,0.12527
F,870,-0.3071,12.4237,0.12528
F,871,-0.3072,12.4303,0.1253
F,872,-0.3072,12.4369,0.12531
F,873,-0.3073,12.4435,0.12532
F,874,-0.3074,12.4501,0.12533
F,875,-0.3074,12.4567,0.12535
F,876,-0.3075,12.4633,0.12536
F,877,-0.3076,12.4699,0.12537
F,878,-0.3077,12.4765,0.12539
F,879,-0.3077,12.4831,0.1254
F,880,-0.3078,12.4896,0.12541
F,881,-0.3079,12.4962,0.12543
F,882,-0.308,12.5028,0.12544
F,883,-0.308,12.5093,0.12545
F,884,-0.3081,12.5159,0.12547
F,885,-0.3082,12.5225,0.12548
F,886,-0.3082,12.529,0.12549
F,887,-0.3083,12.5356,0.12551
F,888,-0.3084,12.5421,0.12552
F,889,-0.3085,12.5487,0.12553
F,890,-0.3085,12.5552,0.12555
F,891,-0.3086,12.5617,0.12556
F,892,-0.3087,12.5683,0.12557
F,893,-0.3087,12.5748,0.12559
F,894,-0.3088,12.5813,0.1256
F,895,-0.3089,12.5879,0.12561
F,896,-0.3089,12.5944,0.12563
F,897,-0.309,12.6009,0.12564
F,898,-0.3091,12.6074,0.12566
F,899,-0.3091,12.6139,0.12567
F,900,-0.3092,12.6204,0.12568
F,901,-0.3093,12.6269,0.1257
F,902,-0.3093,12.6334,0.12571
F,903,-0.3094,12.6399,0.12573
F,904,-0.3095,12.6464,0.12574
F,905,-0.3095,12.6529,0.12575
F,906,-0.3096,12.6594,0.12577
F,907,-0.3097,12.6659,0.12578
F,908,-0.3097,12.6723,0.1258
F,909,-0.3098,12.6788,0.12581
F,910,-0.3099,12.6853,0.12583
F,911,-0.3099,12.6918,0.12584
F,912,-0.31,12.6982,0.12585
F,913,-0.3101,12.7047,0.12587
F,914,-0.3101,12.7111,0.12588
F,915,-0.3102,12.7176,0.1259
F,916,-0.3103,12.724,0.12591
F,917,-0.3103,12.7305,0.12593
F,918,-0.3104,12.7369,0.12594
F,919,-0.3105,12.7434,0.12596
F,920,-0.3105,12.7498,0.12597
F,921,-0.3106,12.7563,0.12599
F,922,-0.3107,12.7627,0.126
F,923,-0.3107,12.7691,0.12602
F,924,-0.3108,12.7755,0.12603
F,925,-0.3109,12.782,0.12605
F,926,-0.3109,12.7884,0.12606
F,927,-0.311,12.7948,0.12608
F,928,-0.311,12.8012,0.12609
F,929,-0.3111,12.8076,0.12611
F,930,-0.3112,12.814,0.12612
F,931,-0.3112,12.8204,0.12614
F,932,-0.3113,12.8268,0.12615
F,933,-0.3114,12.8332,0.12617
F,934,-0.3114,12.8396,0.12618
F,935,-0.3115,12.846,0.1262
F,936,-0.3116,12.8524,0.12621
F,937,-0.3116,12.8588,0.12623
F,938,-0.3117,12.8651,0.12625
F,939,-0.3117,12.8715,0.12626
F,940,-0.3118,12.8779,0.12628
F,941,-0.3119,12.8843,0.12629
F,942,-0.3119,12.8906,0.12631
F,943,-0.312,12.897,0.12632
F,944,-0.312,12.9033,0.12634
F,945,-0.3121,12.9097,0.12636
F,946,-0.3122,12.9161,0.12637
F,947,-0.3122,12.9224,0.12639
F,948,-0.3123,12.9288,0.1264
F,949,-0.3123,12.9351,0.12642
F,950,-0.3124,12.9415,0.12644
F,951,-0.3125,12.9478,0.12645
F,952,-0.3125,12.9541,0.12647
F,953,-0.3126,12.9605,0.12648
F,954,-0.3126,12.9668,0.1265
F,955,-0.3127,12.9732,0.12652
F,956,-0.3128,12.9795,0.12653
F,957,-0.3128,12.9858,0.12655
F,958,-0.3129,12.9921,0.12656
F,959,-0.3129,12.9985,0.12658
F,960,-0.313,13.0048,0.1266
F,961,-0.3131,13.0111,0.12661
